drugbank_id	group	drugbank-id	id	name	organism	known_action	position	resource	uniprot_ids
DB08918	approved	DB08918	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	7	UniProtKB	P23975
DB08931	approved	DB08931	BE0003578	Guanylate cyclase soluble subunit alpha-2	Humans	yes	3	UniProtKB	P33402
DB08932	approved	DB08932	BE0000521	Endothelin-1 receptor	Humans	yes	3	UniProtKB	P25101
DB08932	approved	DB08932	BE0000043	Endothelin B receptor	Humans	yes	4	UniProtKB	P24530
DB08935	approved	DB08935	BE0000066	B-lymphocyte antigen CD20	Humans	yes	1	UniProtKB	P11836
DB08936	approved	DB08936	BE0000442	Histamine H1 receptor	Humans	yes	1	UniProtKB	P35367
DB08949	approved	DB08949	BE0000635	Hydroxycarboxylic acid receptor 2	Humans	yes	4	UniProtKB	Q8TDS4
DB08949	approved	DB08949	BE0000836	Hydroxycarboxylic acid receptor 3	Humans	yes	3	UniProtKB	P49019
DB08964	approved	DB08964	BE0002375	Prostaglandin E2 receptor EP3 subtype	Humans	yes	2	UniProtKB	P43115
DB09016	approved	DB09016	BE0000442	Histamine H1 receptor	Humans	yes	2	UniProtKB	P35367
DB09016	approved	DB09016	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	3	UniProtKB	P28223
DB09016	approved	DB09016	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	1	UniProtKB	P31645
DB09026	approved	DB09026	BE0000270	Renin	Humans	yes	1	UniProtKB	P00797
DB09029	approved	DB09029	BE0005863	Interleukin-17A	Humans	yes	1	UniProtKB	Q16552
DB09030	approved	DB09030	BE0000928	Proteinase-activated receptor 1	Humans	yes	1	UniProtKB	P25116
DB09033	approved	DB09033	BE0000590	Integrin alpha-4	Humans	yes	1	UniProtKB	P13612
DB09033	approved	DB09033	BE0003414	Integrin beta-7	Humans	yes	2	UniProtKB	P26010
DB09034	approved	DB09034	BE0005864	Orexin receptor type 1	Humans	yes	1	UniProtKB	O43613
DB09034	approved	DB09034	BE0005865	Orexin receptor type 2	Humans	yes	2	UniProtKB	O43614
DB09035	approved	DB09035	BE0003436	Programmed cell death protein 1	Humans	yes	1	UniProtKB	Q15116
DB09036	approved	DB09036	BE0000918	Interleukin-6	Humans	yes	1	UniProtKB	P05231
DB09037	approved	DB09037	BE0003436	Programmed cell death protein 1	Humans	yes	1	UniProtKB	Q15116
DB09038	approved	DB09038	BE0004753	Sodium/glucose cotransporter 2	Humans	yes	1	UniProtKB	P31639
DB09039	approved	DB09039	BE0000477	Ceramide glucosyltransferase	Humans	yes	1	UniProtKB	Q16739
DB09043	approved	DB09043	BE0000857	Glucagon-like peptide 1 receptor	Humans	yes	1	UniProtKB	P43220
DB09045	approved	DB09045	BE0000857	Glucagon-like peptide 1 receptor	Humans	yes	1	UniProtKB	P43220
DB09046	approved	DB09046	BE0003376	Leptin receptor	Humans	yes	1	UniProtKB	P48357
DB09047	approved	DB09047	BE0000742	DNA topoisomerase 2-alpha	Humans	yes	3	UniProtKB	P11388
DB09048	approved	DB09048	BE0000384	Neurokinin 1 receptor	Humans	yes	1	UniProtKB	P25103
DB09049	approved	DB09049	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB09052	approved	DB09052	BE0003456	T-cell surface glycoprotein CD3 delta chain	Humans	yes	2	UniProtKB	P04234
DB09052	approved	DB09052	BE0003496	B-lymphocyte antigen CD19	Humans	yes	1	UniProtKB	P15391
DB09053	approved	DB09053	BE0001284	Tyrosine-protein kinase BTK	Humans	yes	1	UniProtKB	Q06187
DB09054	approved	DB09054	BE0002406	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	Humans	yes	1	UniProtKB	O00329
DB09059	approved	DB09059	BE0000844	Oxytocin receptor	Humans	yes	1	UniProtKB	P30559
DB09061	approved	DB09061	BE0000061	Cannabinoid receptor 1	Humans	yes	5	UniProtKB	P21554
DB09063	approved	DB09063	BE0000359	ALK tyrosine kinase receptor	Humans	yes	1	UniProtKB	Q9UM73
DB09066	approved	DB09066	BE0000387	Follicle-stimulating hormone receptor	Humans	yes	1	UniProtKB	P23945
DB09068	approved	DB09068	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	1	UniProtKB	P31645
DB09068	approved	DB09068	BE0000311	5-hydroxytryptamine receptor 3A	Humans	yes	2	UniProtKB	P46098
DB09068	approved	DB09068	BE0000797	5-hydroxytryptamine receptor 1B	Humans	yes	4	UniProtKB	P28222
DB09068	approved	DB09068	BE0000291	5-hydroxytryptamine receptor 1A	Humans	yes	5	UniProtKB	P08908
DB09068	approved	DB09068	BE0000650	5-hydroxytryptamine receptor 7	Humans	yes	3	UniProtKB	P34969
DB09069	approved	DB09069	BE0004521	3-ketoacyl-CoA thiolase, peroxisomal	Humans	yes	1	UniProtKB	P09110
DB09070	approved	DB09070	BE0000123	Estrogen receptor alpha	Humans	yes	1	UniProtKB	P03372
DB09071	approved	DB09071	BE0000327	Melatonin receptor type 1B	Humans	yes	2	UniProtKB	P49286
DB09071	approved	DB09071	BE0000515	Melatonin receptor type 1A	Humans	yes	1	UniProtKB	P48039
DB09073	approved	DB09073	BE0002212	Cyclin-dependent kinase 6	Humans	yes	2	UniProtKB	Q00534
DB09073	approved	DB09073	BE0002216	Cyclin-dependent kinase 4	Humans	yes	1	UniProtKB	P11802
DB09074	approved	DB09074	BE0003798	Poly [ADP-ribose] polymerase 2	Humans	yes	2	UniProtKB	Q9UGN5
DB09074	approved	DB09074	BE0004049	Poly [ADP-ribose] polymerase 3	Humans	yes	3	UniProtKB	Q9Y6F1
DB09074	approved	DB09074	BE0001717	Poly [ADP-ribose] polymerase 1	Humans	yes	1	UniProtKB	P09874
DB09075	approved	DB09075	BE0000216	Coagulation factor X	Humans	yes	1	UniProtKB	P00742
DB09076	approved	DB09076	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	3	UniProtKB	P20309
DB09076	approved	DB09076	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	2	UniProtKB	P08172
DB09078	approved	DB09078	BE0002411	Proto-oncogene tyrosine-protein kinase receptor Ret	Humans	yes	9	UniProtKB	P07949
DB09078	approved	DB09078	BE0000029	Vascular endothelial growth factor receptor 1	Humans	yes	1	UniProtKB	P17948
DB09078	approved	DB09078	BE0000369	Vascular endothelial growth factor receptor 2	Humans	yes	2	UniProtKB	P35968
DB09078	approved	DB09078	BE0002133	Fibroblast growth factor receptor 3	Humans	yes	6	UniProtKB	P22607
DB09078	approved	DB09078	BE0000852	Platelet-derived growth factor receptor alpha	Humans	yes	8	UniProtKB	P16234
DB09078	approved	DB09078	BE0002131	Fibroblast growth factor receptor 1	Humans	yes	4	UniProtKB	P11362
DB09078	approved	DB09078	BE0000023	Vascular endothelial growth factor receptor 3	Humans	yes	3	UniProtKB	P35916
DB09078	approved	DB09078	BE0000748	Fibroblast growth factor receptor 2	Humans	yes	5	UniProtKB	P21802
DB09078	approved	DB09078	BE0001203	Fibroblast growth factor receptor 4	Humans	yes	7	UniProtKB	P22455
DB09078	approved	DB09078	BE0000453	Mast/stem cell growth factor receptor Kit	Humans	yes	10	UniProtKB	P10721
DB09079	approved	DB09079	BE0002131	Fibroblast growth factor receptor 1	Humans	yes	11	UniProtKB	P11362
DB09079	approved	DB09079	BE0000023	Vascular endothelial growth factor receptor 3	Humans	yes	7	UniProtKB	P35916
DB09079	approved	DB09079	BE0000369	Vascular endothelial growth factor receptor 2	Humans	yes	6	UniProtKB	P35968
DB09079	approved	DB09079	BE0000205	Platelet-derived growth factor receptor beta	Humans	yes	10	UniProtKB	P09619
DB09079	approved	DB09079	BE0002133	Fibroblast growth factor receptor 3	Humans	yes	13	UniProtKB	P22607
DB09079	approved	DB09079	BE0000748	Fibroblast growth factor receptor 2	Humans	yes	12	UniProtKB	P21802
DB09079	approved	DB09079	BE0000029	Vascular endothelial growth factor receptor 1	Humans	yes	5	UniProtKB	P17948
DB09079	approved	DB09079	BE0000852	Platelet-derived growth factor receptor alpha	Humans	yes	8	UniProtKB	P16234
DB09080	approved	DB09080	BE0000694	Beta-2 adrenergic receptor	Humans	yes	1	UniProtKB	P07550
DB09082	approved	DB09082	BE0000694	Beta-2 adrenergic receptor	Humans	yes	2	UniProtKB	P07550
DB09085	approved	DB09085	BE0005295	Ryanodine receptor 2	Humans	yes	2	UniProtKB	Q92736
DB09085	approved	DB09085	BE0009738	Voltage-gated sodium channel alpha subunit	Humans	yes	3	UniProtKB	P35498
DB09085	approved	DB09085	BE0000739	Ryanodine receptor 1	Humans	yes	1	UniProtKB	P21817
DB09088	approved	DB09088	BE0009738	Voltage-gated sodium channel alpha subunit	Humans	yes	1	UniProtKB	P35498
DB09089	approved	DB09089	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	6	UniProtKB	P08172
DB09089	approved	DB09089	BE0008715	Voltage-dependent L-type calcium channel	Humans	yes	2	UniProtKB	Q13936
DB09089	approved	DB09089	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	5	UniProtKB	P11229
DB09089	approved	DB09089	BE0004906	Calcium-activated potassium channel	Humans	yes	3	UniProtKB	Q12791
DB09089	approved	DB09089	BE0000405	Muscarinic acetylcholine receptor M4	Humans	yes	8	UniProtKB	P08173
DB09089	approved	DB09089	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB09089	approved	DB09089	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	7	UniProtKB	P20309
DB09090	approved	DB09090	BE0002355	Voltage-dependent L-type calcium channel subunit alpha-1S	Humans	yes	1	UniProtKB	Q13698
DB09091	approved	DB09091	BE0000794	Glucocorticoid receptor	Humans	yes	1	UniProtKB	P04150
DB09091	approved	DB09091	BE0002366	Histone deacetylase 2	Humans	yes	2	UniProtKB	Q92769
DB09092	approved	DB09092	BE0000011	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	Humans	yes	4	UniProtKB	P50213
DB09092	approved	DB09092	BE0000542	Glyceraldehyde-3-phosphate dehydrogenase	Humans	yes	3	UniProtKB	P04406
DB09092	approved	DB09092	BE0000008	NAD(P) transhydrogenase, mitochondrial	Humans	yes	2	UniProtKB	Q13423
DB09092	approved	DB09092	BE0000162	2-oxoglutarate dehydrogenase, mitochondrial	Humans	yes	5	UniProtKB	Q02218
DB09092	approved	DB09092	BE0000780	Malate dehydrogenase, mitochondrial	Humans	yes	6	UniProtKB	P40926
DB09095	approved	DB09095	BE0003201	Annexin A3	Humans	yes	1	UniProtKB	P12429
DB09095	approved	DB09095	BE0000794	Glucocorticoid receptor	Humans	yes	2	UniProtKB	P04150
DB09098	approved	DB09098	BE0000075	Growth hormone receptor	Humans	yes	1	UniProtKB	P10912
DB09098	approved	DB09098	BE0000858	Insulin-like growth factor 1 receptor	Humans	yes	2	UniProtKB	P08069
DB09099	approved	DB09099	BE0002147	Somatostatin receptor type 5	Humans	yes	5	UniProtKB	P35346
DB09099	approved	DB09099	BE0003529	Somatostatin receptor type 3	Humans	yes	3	UniProtKB	P32745
DB09099	approved	DB09099	BE0009273	Somatostatin receptor type 4	Humans	yes	4	UniProtKB	P31391
DB09099	approved	DB09099	BE0000452	Somatostatin receptor type 1	Humans	yes	1	UniProtKB	P30872
DB09099	approved	DB09099	BE0003528	Somatostatin receptor type 2	Humans	yes	2	UniProtKB	P30874
DB09103	approved	DB09103	BE0000453	Mast/stem cell growth factor receptor Kit	Humans	yes	1	UniProtKB	P10721
DB09105	approved	DB09105	BE0008652	Sphingosine 1-phosphate receptor 1	Humans	yes	1	UniProtKB	P21453
DB09107	approved	DB09107	BE0000654	Erythropoietin receptor	Humans	yes	1	UniProtKB	P19235
DB09108	approved	DB09108	BE0001043	von Willebrand factor	Humans	yes	1	UniProtKB	P04275
DB09109	approved	DB09109	BE0000048	Prothrombin	Humans	yes	3	UniProtKB	P00734
DB09109	approved	DB09109	BE0000216	Coagulation factor X	Humans	yes	2	UniProtKB	P00742
DB09109	approved	DB09109	BE0000364	Coagulation factor IX	Humans	yes	1	UniProtKB	P00740
DB09112	approved	DB09112	BE0000130	Hemoglobin subunit alpha	Humans	yes	1	UniProtKB	P69905
DB09112	approved	DB09112	BE0000629	Hemoglobin subunit beta	Humans	yes	2	UniProtKB	P68871
DB09116	approved	DB09116	BE0000193	Aldehyde dehydrogenase family 3 member B2	Humans	yes	1	UniProtKB	P48448
DB09118	approved	DB09118	BE0000425	L-lactate dehydrogenase A chain	Humans	yes	7	UniProtKB	P00338
DB09118	approved	DB09118	BE0004797	GABA(A) Receptor	Humans	yes	6	UniProtKB	P14867
DB09118	approved	DB09118	BE0000068	L-lactate dehydrogenase B chain	Humans	yes	8	UniProtKB	P07195
DB09119	approved	DB09119	BE0005793	P2X purinoceptor 4	Humans	yes	3	UniProtKB	Q99571
DB09120	approved	DB09120	BE0001023	Transient receptor potential cation channel subfamily V member 1	Humans	yes	1	UniProtKB	Q8NER1
DB09123	approved	DB09123	BE0000132	Androgen receptor	Humans	yes	3	UniProtKB	P10275
DB09123	approved	DB09123	BE0000557	Progesterone receptor	Humans	yes	2	UniProtKB	P06401
DB09124	approved	DB09124	BE0000557	Progesterone receptor	Humans	yes	2	UniProtKB	P06401
DB09126	approved	DB09126	BE0000134	Lutropin-choriogonadotropic hormone receptor	Humans	yes	1	UniProtKB	P22888
DB09128	approved	DB09128	BE0000342	Alpha-2C adrenergic receptor	Humans	yes	6	UniProtKB	P18825
DB09128	approved	DB09128	BE0000756	Dopamine D2 receptor	Humans	yes	4	UniProtKB	P14416
DB09128	approved	DB09128	BE0000291	5-hydroxytryptamine receptor 1A	Humans	yes	3	UniProtKB	P08908
DB09128	approved	DB09128	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	5	UniProtKB	P28223
DB09128	approved	DB09128	BE0000575	Alpha-1B adrenergic receptor	Humans	yes	7	UniProtKB	P35368
DB09129	approved	DB09129	BE0000033	Insulin receptor	Humans	yes	1	UniProtKB	P06213
DB09148	approved	DB09148	BE0003392	Amyloid beta A4 protein	Humans	yes	3	UniProtKB	P05067
DB09149	approved	DB09149	BE0003392	Amyloid beta A4 protein	Humans	yes	1	UniProtKB	P05067
DB09151	approved	DB09151	BE0003392	Amyloid beta A4 protein	Humans	yes	1	UniProtKB	P05067
DB09167	approved	DB09167	BE0004864	Alpha-2 adrenergic receptors	Humans	yes	9	UniProtKB	P08913
DB09167	approved	DB09167	BE0000405	Muscarinic acetylcholine receptor M4	Humans	yes	7	UniProtKB	P08173
DB09167	approved	DB09167	BE0000560	Muscarinic acetylcholine receptor M2	Humans	yes	5	UniProtKB	P08172
DB09167	approved	DB09167	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	2	UniProtKB	P28223
DB09167	approved	DB09167	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	13	UniProtKB	P31645
DB09167	approved	DB09167	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	6	UniProtKB	P20309
DB09167	approved	DB09167	BE0000092	Muscarinic acetylcholine receptor M1	Humans	yes	4	UniProtKB	P11229
DB09167	approved	DB09167	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	11	UniProtKB	P23975
DB09167	approved	DB09167	BE0000247	Muscarinic acetylcholine receptor M5	Humans	yes	8	UniProtKB	P08912
DB09167	approved	DB09167	BE0000291	5-hydroxytryptamine receptor 1A	Humans	yes	1	UniProtKB	P08908
DB09167	approved	DB09167	BE0000442	Histamine H1 receptor	Humans	yes	3	UniProtKB	P35367
DB09167	approved	DB09167	BE0004863	Alpha-1 adrenergic receptors	Humans	yes	10	UniProtKB	P35348
DB09185	approved	DB09185	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	1	UniProtKB	P23975
DB09195	approved	DB09195	BE0004864	Alpha-2 adrenergic receptors	Humans	yes	4	UniProtKB	P08913
DB09195	approved	DB09195	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	1	UniProtKB	P28223
DB09195	approved	DB09195	BE0000533	5-hydroxytryptamine receptor 2C	Humans	yes	2	UniProtKB	P28335
DB09195	approved	DB09195	BE0000442	Histamine H1 receptor	Humans	yes	5	UniProtKB	P35367
DB09195	approved	DB09195	BE0004863	Alpha-1 adrenergic receptors	Humans	yes	3	UniProtKB	P35348
DB09195	approved	DB09195	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	6	UniProtKB	P31645
DB09205	approved	DB09205	BE0004888	Alpha adrenergic receptor	Humans	yes	3	UniProtKB	P35348
DB09209	approved	DB09209	BE0000632	Kappa-type opioid receptor	Humans	yes	2	UniProtKB	P41145
DB09209	approved	DB09209	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB09212	approved	DB09212	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	1	UniProtKB	P35354
DB09212	approved	DB09212	BE0000017	Prostaglandin G/H synthase 1	Humans	yes	2	UniProtKB	P23219
DB09213	approved	DB09213	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	2	UniProtKB	P35354
DB09216	approved	DB09216	BE0000017	Prostaglandin G/H synthase 1	Humans	yes	1	UniProtKB	P23219
DB09216	approved	DB09216	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	2	UniProtKB	P35354
DB09220	approved	DB09220	BE0000469	ATP-binding cassette sub-family C member 9	Humans	yes	1	UniProtKB	O60706
DB09225	approved	DB09225	BE0000451	5-hydroxytryptamine receptor 2A	Humans	yes	3	UniProtKB	P28223
DB09225	approved	DB09225	BE0004889	D(1) dopamine receptor	Humans	yes	1	UniProtKB	P21728
DB09225	approved	DB09225	BE0000749	Sodium-dependent serotonin transporter	Humans	yes	7	UniProtKB	P31645
DB09225	approved	DB09225	BE0000486	Sodium-dependent noradrenaline transporter	Humans	yes	6	UniProtKB	P23975
DB09225	approved	DB09225	BE0000756	Dopamine D2 receptor	Humans	yes	2	UniProtKB	P14416
DB09225	approved	DB09225	BE0000650	5-hydroxytryptamine receptor 7	Humans	yes	5	UniProtKB	P34969
DB09228	approved	DB09228	BE0000048	Prothrombin	Humans	yes	5	UniProtKB	P00734
DB09228	approved	DB09228	BE0002440	Plasma kallikrein	Humans	yes	3	UniProtKB	P03952
DB09228	approved	DB09228	BE0002093	Complement C1r subcomponent	Humans	yes	1	UniProtKB	P00736
DB09228	approved	DB09228	BE0001021	Coagulation factor XI	Humans	yes	6	UniProtKB	P03951
DB09228	approved	DB09228	BE0004672	Coagulation factor XII	Humans	yes	4	UniProtKB	P00748
DB09228	approved	DB09228	BE0001529	Complement C1s subcomponent	Humans	yes	2	UniProtKB	P09871
DB09228	approved	DB09228	BE0001088	Tissue-type plasminogen activator	Humans	yes	7	UniProtKB	P00750
DB09236	approved	DB09236	BE0008715	Voltage-dependent L-type calcium channel	Humans	yes	4	UniProtKB	Q13936
DB09238	approved	DB09238	BE0008715	Voltage-dependent L-type calcium channel	Humans	yes	1	UniProtKB	Q13936
DB09238	approved	DB09238	BE0008716	Voltage-dependent T-type calcium channel	Humans	yes	2	UniProtKB	O43497
DB09241	approved	DB09241	BE0003578	Guanylate cyclase soluble subunit alpha-2	Humans	yes	1	UniProtKB	P33402
DB09241	approved	DB09241	BE0000067	Nitric oxide synthase, brain	Humans	yes	2	UniProtKB	P29475
DB09242	approved	DB09242	BE0003580	Nischarin	Humans	yes	2	UniProtKB	Q9Y2I1
DB09242	approved	DB09242	BE0000289	Alpha-2A adrenergic receptor	Humans	yes	1	UniProtKB	P08913
DB09256	approved	DB09256	BE0000324	Thymidylate synthase	Humans	yes	2	UniProtKB	P04818
DB09258	approved	DB09258	BE0000216	Coagulation factor X	Humans	yes	1	UniProtKB	P00742
DB09265	approved	DB09265	BE0000857	Glucagon-like peptide 1 receptor	Humans	yes	1	UniProtKB	P43220
DB09266	approved	DB09266	BE0009334	Macrophage mannose receptor 1	Humans	yes	1	UniProtKB	P22897
DB09270	approved	DB09270	BE0000176	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	Humans	yes	2	UniProtKB	P31040
DB09270	approved	DB09270	BE0000027	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial	Humans	yes	1	UniProtKB	P56181
DB09272	approved	DB09272	BE0000770	Mu-type opioid receptor	Humans	yes	1	UniProtKB	P35372
DB09272	approved	DB09272	BE0000420	Delta-type opioid receptor	Humans	yes	2	UniProtKB	P41143
DB09272	approved	DB09272	BE0000632	Kappa-type opioid receptor	Humans	yes	3	UniProtKB	P41145
DB09280	approved	DB09280	BE0001195	Cystic fibrosis transmembrane conductance regulator	Humans	yes	6	UniProtKB	P13569
DB09291	approved	DB09291	BE0000384	Neurokinin 1 receptor	Humans	yes	1	UniProtKB	P25103
DB09292	approved	DB09292	BE0000266	Neprilysin	Humans	yes	1	UniProtKB	P08473
DB09300	approved	DB09300	BE0000045	Muscarinic acetylcholine receptor M3	Humans	yes	1	UniProtKB	P20309
DB09302	approved	DB09302	BE0008643	Proprotein convertase subtilisin/kexin type 9	Humans	yes	1	UniProtKB	Q8NBP7
DB09310	approved	DB09310	BE0009075	Coagulation factor XIII B chain	Humans	yes	1	UniProtKB	P05160
DB09317	approved	DB09317	BE0000123	Estrogen receptor alpha	Humans	yes	2	UniProtKB	P03372
DB09318	approved	DB09318	BE0000123	Estrogen receptor alpha	Humans	yes	1	UniProtKB	P03372
DB09327	approved	DB09327	BE0000960	Dihydropyrimidine dehydrogenase [NADP(+)]	Humans	yes	3	UniProtKB	Q12882
DB09327	approved	DB09327	BE0000324	Thymidylate synthase	Humans	yes	4	UniProtKB	P04818
DB09329	approved	DB09329	BE0001043	von Willebrand factor	Humans	yes	1	UniProtKB	P04275
DB09330	approved	DB09330	BE0000767	Epidermal growth factor receptor	Humans	yes	1	UniProtKB	P00533
DB09333	approved	DB09333	BE0009333	Thyroxine 5-deiodinase	Humans	yes	1	UniProtKB	P55073
DB09334	approved	DB09334	BE0000848	Adrenocorticotropic hormone receptor	Humans	yes	1	UniProtKB	Q01718
DB09336	approved	DB09336	BE0002446	Epithelial cell adhesion molecule	Humans	yes	1	UniProtKB	P16422
DB09336	approved	DB09336	BE0000066	B-lymphocyte antigen CD20	Humans	yes	2	UniProtKB	P11836
DB09342	approved	DB09342	BE0009738	Voltage-gated sodium channel alpha subunit	Humans	yes	2	UniProtKB	P35498
DB09343	approved	DB09343	BE0002193	Thymidine phosphorylase	Humans	yes	1	UniProtKB	P19971
DB09345	approved	DB09345	BE0009738	Voltage-gated sodium channel alpha subunit	Humans	yes	1	UniProtKB	P35498
DB09351	approved	DB09351	BE0000172	Beta-1 adrenergic receptor	Humans	yes	1	UniProtKB	P08588
DB09369	approved	DB09369	BE0000123	Estrogen receptor alpha	Humans	yes	1	UniProtKB	P03372
DB09389	approved	DB09389	BE0000539	3-oxo-5-alpha-steroid 4-dehydrogenase 1	Humans	yes	2	UniProtKB	P18405
DB09389	approved	DB09389	BE0000557	Progesterone receptor	Humans	yes	1	UniProtKB	P06401
DB09418	approved	DB09418	BE0009346	Sodium/iodide cotransporter	Humans	yes	1	UniProtKB	Q92911
DB09421	approved	DB09421	BE0008659	Thyrotropin Releasing Hormone Receptor	Humans	yes	1	UniProtKB	P34981
DB09422	approved	DB09422	BE0000071	Peroxisome proliferator-activated receptor alpha	Humans	yes	1	UniProtKB	Q07869
DB09462	approved	DB09462	BE0001007	Peroxisome proliferator-activated receptor delta	Humans	yes	1	UniProtKB	Q03181
DB09472	approved	DB09472	BE0000267	Carbonic anhydrase 1	Humans	yes	2	UniProtKB	P00915
DB09472	approved	DB09472	BE0000322	Carbonic anhydrase 2	Humans	yes	1	UniProtKB	P00918
DB09477	approved	DB09477	BE0000221	Angiotensin-converting enzyme	Humans	yes	1	UniProtKB	P12821
DB09488	approved	DB09488	BE0000442	Histamine H1 receptor	Humans	yes	1	UniProtKB	P35367
DB09517	approved	DB09517	BE0000085	Ferritin light chain	Humans	yes	1	UniProtKB	P02792
DB09517	approved	DB09517	BE0000629	Hemoglobin subunit beta	Humans	yes	3	UniProtKB	P68871
DB09526	approved	DB09526	BE0000252	Tyrosinase	Humans	yes	1	UniProtKB	P14679
DB09532	approved	DB09532	BE0000318	Secretin receptor	Humans	yes	1	UniProtKB	P47872
DB09552	approved	DB09552	BE0004525	V-type proton ATPase subunit C 1	Humans	yes	1	UniProtKB	P21283
DB09555	approved	DB09555	BE0000442	Histamine H1 receptor	Humans	yes	2	UniProtKB	P35367
DB09559	approved	DB09559	BE0000767	Epidermal growth factor receptor	Humans	yes	1	UniProtKB	P00533
DB09564	approved	DB09564	BE0000033	Insulin receptor	Humans	yes	1	UniProtKB	P06213
DB09568	approved	DB09568	BE0000317	3-hydroxyacyl-CoA dehydrogenase type-2	Humans	yes	6	UniProtKB	Q99714
DB09568	approved	DB09568	BE0002247	Elongation of very long chain fatty acids protein 4	Humans	yes	9	UniProtKB	Q9GZR5
DB09568	approved	DB09568	BE0000239	Lipoprotein lipase	Humans	yes	10	UniProtKB	P06858
DB09568	approved	DB09568	BE0008719	Diacylglycerol O-acyltransferase 2	Humans	yes	5	UniProtKB	Q96PD7
DB09568	approved	DB09568	BE0000377	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	Humans	yes	8	UniProtKB	Q16836
DB09568	approved	DB09568	BE0004500	Enoyl-CoA hydratase, mitochondrial	Humans	yes	7	UniProtKB	P30084
DB10770	approved	DB10770	BE0000029	Vascular endothelial growth factor receptor 1	Humans	yes	2	UniProtKB	P17948
DB10772	approved	DB10772	BE0000852	Platelet-derived growth factor receptor alpha	Humans	yes	8	UniProtKB	P16234
DB10772	approved	DB10772	BE0000918	Interleukin-6	Humans	yes	5	UniProtKB	P05231
DB10772	approved	DB10772	BE0000704	Tumor necrosis factor	Humans	yes	11	UniProtKB	P01375
DB10772	approved	DB10772	BE0000163	Vascular endothelial growth factor A	Humans	yes	12	UniProtKB	P15692
DB10772	approved	DB10772	BE0000689	Fibroblast growth factor 1	Humans	yes	1	UniProtKB	P05230
DB10772	approved	DB10772	BE0000628	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha	Humans	yes	3	UniProtKB	P15509
DB10772	approved	DB10772	BE0001861	TGF-beta receptor type-2	Humans	yes	9	UniProtKB	P37173
DB10772	approved	DB10772	BE0000767	Epidermal growth factor receptor	Humans	yes	2	UniProtKB	P00533
DB10772	approved	DB10772	BE0000984	Transforming growth factor beta-1	Humans	yes	10	UniProtKB	P01137
DB10772	approved	DB10772	BE0001051	Interleukin-1 beta	Humans	yes	4	UniProtKB	P01584
DB10772	approved	DB10772	BE0000944	Interferon gamma	Humans	yes	6	UniProtKB	P01579
DB11079	approved	DB11079	BE0000017	Prostaglandin G/H synthase 1	Humans	yes	1	UniProtKB	P23219
DB11079	approved	DB11079	BE0000262	Prostaglandin G/H synthase 2	Humans	yes	2	UniProtKB	P35354
DB11093	approved	DB11093	BE0000509	Extracellular calcium-sensing receptor	Humans	yes	6	UniProtKB	P41180
DB11113	approved	DB11113	BE0002375	Prostaglandin E2 receptor EP3 subtype	Humans	yes	1	UniProtKB	P43115
DB11124	approved	DB11124	BE0000172	Beta-1 adrenergic receptor	Humans	yes	6	UniProtKB	P08588
DB11124	approved	DB11124	BE0000289	Alpha-2A adrenergic receptor	Humans	yes	3	UniProtKB	P08913
DB11124	approved	DB11124	BE0000501	Alpha-1A adrenergic receptor	Humans	yes	1	UniProtKB	P35348
DB11124	approved	DB11124	BE0000694	Beta-2 adrenergic receptor	Humans	yes	7	UniProtKB	P07550
DB11124	approved	DB11124	BE0000572	Alpha-2B adrenergic receptor	Humans	yes	4	UniProtKB	P18089
DB11124	approved	DB11124	BE0000715	Alpha-1D adrenergic receptor	Humans	yes	8	UniProtKB	P25100
